source_system,supplier_name,supplier_name_clean,supplier_name_normalized,email_clean,email_is_valid,phone_digits,phone_is_valid,category_standardized,order_date,delivery_date,order_status_clean,quantity_ordered,negotiated_price_amount,annual_spend_amount,defective_units_count,compliance_status_clean,risk_signal,completeness_score
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-11-11,2023-11-29,Pending,1427.0,83.6,119297.2,213.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2022-11-04,2022-11-11,Partially Delivered,1873.0,9.89,18523.97,284.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-11-13,2022-11-24,Delivered,903.0,92.45,83482.35,149.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2022-12-01,2022-12-14,Delivered,1771.0,61.48,108881.07999999999,280.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-11-05,2022-11-19,Delivered,1052.0,32.6,34295.200000000004,162.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-07-16,2023-07-29,Partially Delivered,662.0,71.33,47220.46,87.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-03-29,2023-04-09,Cancelled,1041.0,52.54,54694.14,170.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-08-07,,Delivered,1423.0,40.9,58200.7,199.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-06-08,2023-06-14,Delivered,96.0,80.32,7710.719999999999,12.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-06-12,2023-06-28,Delivered,318.0,51.78,16466.04,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-09-27,2023-10-12,Partially Delivered,1179.0,82.63,97420.76999999999,194.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-07-23,2022-08-09,Delivered,1677.0,21.71,36407.67,246.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-02-17,2022-02-18,Pending,790.0,25.62,20239.8,115.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-05-02,2023-05-20,Cancelled,166.0,94.48,15683.68,23.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-03-16,2022-03-29,Partially Delivered,840.0,80.35,67494.0,153.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-04-12,,Delivered,1200.0,64.63,77556.0,161.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-06-30,2022-07-10,Delivered,1958.0,91.72,179587.76,308.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-12-14,2023-12-17,Delivered,946.0,101.78,96283.88,146.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-04-21,2023-05-10,Delivered,1262.0,51.46,64942.520000000004,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-09-13,2022-10-02,Delivered,630.0,37.54,23650.2,76.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-05-05,2022-05-06,Delivered,839.0,82.51,69225.89,110.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-11-15,2023-11-16,Delivered,203.0,20.0,4060.0,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-07-27,2023-08-06,Delivered,1508.0,73.27,110491.15999999999,226.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-09-02,2023-09-15,Partially Delivered,1046.0,40.1,41944.6,165.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-10-15,2023-10-19,Delivered,1277.0,11.63,14851.51,199.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-05-12,2023-05-18,Cancelled,523.0,99.59,52085.57,,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-03-27,,Delivered,1685.0,75.21,126728.84999999999,253.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2024-01-01,2024-01-04,Pending,1327.0,56.44,74895.87999999999,169.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-11-24,2022-12-10,Pending,571.0,45.58,26026.18,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-03-02,2023-03-04,Delivered,841.0,83.77,70450.56999999999,125.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-03-05,2022-03-16,Delivered,385.0,17.74,6829.9,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-08-22,2023-09-11,Delivered,945.0,55.14,52107.3,147.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-12-14,2023-12-27,Pending,209.0,64.34,13447.060000000001,39.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-08-13,2023-08-23,Delivered,901.0,106.3,95776.3,141.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-11-02,2022-11-06,Cancelled,429.0,55.35,23745.15,59.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2023-09-10,2023-09-29,Cancelled,1686.0,77.15,130074.90000000001,,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-03-23,2023-03-31,Delivered,1241.0,97.56,121071.96,187.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2023-02-03,2023-02-08,Delivered,1629.0,43.28,70503.12,260.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-11-27,,Delivered,61.0,24.62,1501.8200000000002,6.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-02-19,2023-02-21,Delivered,1680.0,87.53,147050.4,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2022-06-19,2022-07-06,Delivered,1375.0,30.02,41277.5,223.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-04-24,2023-05-05,Partially Delivered,1971.0,30.48,60076.08,321.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Raw Materials,2022-05-11,,Pending,1326.0,56.21,74534.46,,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2023-09-30,2023-10-13,Cancelled,548.0,61.87,33904.76,90.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-07-06,2022-07-25,Pending,164.0,47.46,7783.4400000000005,27.0,Yes,medium,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2022-09-24,2022-10-07,Partially Delivered,1976.0,31.56,62362.56,286.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2022-03-25,2022-04-11,Partially Delivered,1350.0,82.34,111159.0,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Packaging,2023-07-07,2023-07-23,Cancelled,725.0,62.1,45022.5,118.0,Yes,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,"Maintenance, Repair, and Operations",2022-03-12,2022-03-19,Delivered,241.0,82.15,19798.15,,Yes,low,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Office Supplies,2022-09-11,2022-09-30,Delivered,1621.0,73.78,119597.38,226.0,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-04-30,,Delivered,1809.0,12.68,22938.12,,No,high,1.0
kaggle_procurement_kpi,Delta_Logistics,Delta Logistics,DELTA LOGISTICS,,,,,Electronics,2023-02-11,2023-02-20,Delivered,1685.0,42.24,71174.40000000001,262.0,Yes,high,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-08-17,2022-08-29,Delivered,1145.0,63.57,72787.65,39.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2022-03-31,2022-04-15,Delivered,5000.0,73.68,368400.00000000006,18.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2022-08-27,2022-09-04,Delivered,921.0,50.61,46611.81,,Yes,low,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2022-01-28,2022-02-12,Cancelled,1735.0,19.69,34162.15,49.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-07-23,2022-08-08,Delivered,819.0,77.03,63087.57,29.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2023-07-13,2023-07-24,Delivered,1487.0,17.24,25635.879999999997,,Yes,low,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2022-08-14,2022-08-23,Delivered,435.0,15.84,6890.4,8.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2023-08-27,,Delivered,1005.0,73.31,73676.55,30.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-06-13,2022-06-29,Delivered,509.0,97.82,49790.38,19.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2022-12-15,2022-12-23,Delivered,302.0,81.52,24619.039999999997,9.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2022-10-12,2022-10-31,Pending,797.0,91.37,72821.89,18.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2022-08-09,2022-08-23,Delivered,1634.0,76.15,124429.1,50.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2022-12-11,,Delivered,524.0,39.65,20776.6,14.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-04-10,2022-04-17,Delivered,1549.0,42.42,65708.58,48.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2022-09-28,2022-10-14,Delivered,239.0,11.28,2695.92,4.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-07-04,2023-07-14,Delivered,1007.0,19.59,19727.13,,Yes,low,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2022-10-28,2022-10-30,Delivered,881.0,95.05,83739.05,30.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2023-01-06,2023-01-22,Pending,1558.0,91.27,142198.66,39.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2022-07-16,2022-08-01,Delivered,696.0,90.18,62765.280000000006,25.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2022-08-27,,Cancelled,63.0,53.8,3389.3999999999996,,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2023-01-09,2023-01-28,Delivered,1413.0,69.65,98415.45000000001,,Yes,low,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2022-06-17,2022-07-06,Pending,1463.0,86.17,126066.71,43.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2023-12-06,2023-12-09,Partially Delivered,1550.0,69.57,107833.49999999999,32.0,No,high,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2022-08-13,2022-09-01,Delivered,451.0,90.07,40621.57,21.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2023-02-15,2023-03-01,Partially Delivered,1936.0,92.24,178576.63999999998,58.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2022-03-09,2022-03-12,Delivered,1344.0,10.87,14609.279999999999,44.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-05-23,2022-05-27,Delivered,928.0,32.52,30178.56,26.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-03-15,2023-03-26,Delivered,237.0,59.01,13985.369999999999,7.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-01-06,2023-01-24,Delivered,1114.0,85.53,95280.42,35.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-04-23,2022-05-09,Delivered,570.0,66.47,37887.9,,Yes,low,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2023-11-28,2023-12-01,Delivered,1545.0,76.91,118825.95,42.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-03-07,2022-03-12,Delivered,1572.0,49.32,77531.04,40.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2023-01-26,2023-02-04,Delivered,441.0,54.12,23866.92,16.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2023-09-03,2023-09-19,Delivered,1748.0,57.11,99828.28,,Yes,low,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2022-01-12,2022-01-17,Delivered,1563.0,70.8,110660.4,41.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-10-19,2023-11-07,Delivered,250.0,41.02,10255.0,3.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2022-12-15,,Cancelled,1913.0,61.34,117343.42000000001,61.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-03-22,2023-04-09,Partially Delivered,1106.0,90.45,100037.7,31.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-05-28,2023-06-11,Pending,1801.0,61.24,110293.24,43.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2023-09-16,2023-10-01,Delivered,1812.0,101.02,183048.24,51.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-09-06,2023-09-22,Delivered,816.0,25.61,20897.76,28.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2022-01-20,2022-01-30,Partially Delivered,844.0,25.08,21167.519999999997,38.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-04-25,,Delivered,442.0,36.45,16110.900000000001,15.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2023-06-30,2023-07-03,Partially Delivered,1314.0,21.06,27672.839999999997,44.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2023-07-17,2023-08-01,Delivered,1807.0,73.08,132055.56,100.0,Yes,high,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2022-06-19,2022-06-20,Delivered,534.0,12.51,6680.34,100.0,Yes,high,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-03-10,2023-03-22,Delivered,1728.0,90.2,155865.6,100.0,Yes,high,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-08-05,,Delivered,1244.0,84.78,105466.32,43.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2023-04-08,,Cancelled,606.0,79.22,48007.32,16.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-03-07,2022-03-14,Delivered,845.0,86.97,73489.65,,Yes,low,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2022-08-24,2022-08-27,Delivered,1871.0,58.54,109528.34,47.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2023-12-26,2024-01-04,Delivered,1546.0,37.37,57774.02,53.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-11-17,2023-11-29,Delivered,1332.0,63.8,84981.59999999999,41.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2023-08-08,2023-08-20,Delivered,698.0,45.61,31835.78,15.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2023-08-14,2023-08-22,Pending,367.0,71.36,26189.12,13.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2023-04-30,2023-05-20,Partially Delivered,1750.0,58.34,102095.0,50.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2023-03-18,,Delivered,1745.0,22.25,38826.25,55.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2023-02-25,2023-03-02,Delivered,1306.0,25.96,33903.76,39.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-04-22,2022-04-26,Delivered,1459.0,82.72,120688.48,47.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-07-14,2022-07-23,Pending,1686.0,65.21,109944.05999999998,53.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-04-05,,Delivered,1001.0,55.7,55755.700000000004,32.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-10-30,2023-11-04,Delivered,1476.0,65.28,96353.28,43.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2022-08-31,2022-09-12,Delivered,1757.0,13.06,22946.420000000002,63.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2022-06-20,2022-06-28,Delivered,779.0,36.28,28262.120000000003,20.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2023-02-15,2023-02-27,Delivered,885.0,80.8,71508.0,31.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2022-03-02,2022-03-06,Pending,1512.0,30.15,45586.799999999996,53.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2023-02-04,2023-02-05,Pending,450.0,49.88,22446.0,9.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2023-04-11,2023-04-25,Delivered,343.0,38.57,13229.51,7.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,"Maintenance, Repair, and Operations",2023-12-15,2023-12-18,Delivered,933.0,104.29,97302.57,29.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2022-07-14,2022-08-03,Delivered,1584.0,14.2,22492.8,57.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-08-17,2023-09-04,Delivered,1274.0,23.36,29760.64,37.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2023-07-10,2023-07-17,Partially Delivered,1197.0,78.82,94347.54,31.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2022-06-11,2022-06-15,Delivered,452.0,40.39,18256.28,9.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2023-02-18,2023-03-06,Cancelled,1713.0,42.05,72031.65,53.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-03-06,2023-03-16,Delivered,1371.0,78.13,107116.23,43.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-08-21,2023-08-27,Delivered,312.0,58.09,18124.08,,Yes,low,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2022-09-25,2022-10-12,Cancelled,673.0,35.83,24113.59,25.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2023-02-10,2023-03-02,Partially Delivered,1377.0,84.2,115943.40000000001,,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2022-05-15,2022-05-18,Cancelled,303.0,40.51,12274.529999999999,11.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2022-03-16,2022-04-04,Partially Delivered,58.0,76.55,4439.9,,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2022-03-17,2022-03-26,Delivered,1204.0,67.59,81378.36,31.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2022-08-07,2022-08-21,Delivered,201.0,32.54,6540.54,3.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Office Supplies,2022-09-29,2022-10-07,Delivered,1193.0,27.09,32318.37,,Yes,low,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2023-01-14,2023-02-02,Delivered,1698.0,98.73,167643.54,52.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Raw Materials,2023-11-01,2023-11-20,Delivered,559.0,57.98,32410.82,15.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Electronics,2023-06-26,2023-06-29,Pending,1546.0,78.0,120588.0,38.0,Yes,medium,1.0
kaggle_procurement_kpi,Epsilon_Group,Epsilon Group,EPSILON GROUP,,,,,Packaging,2022-01-09,2022-01-19,Delivered,148.0,85.96,12722.08,4.0,Yes,medium,1.0
